Brand,Model,Release_Year,Category,Price_USD,Screen_Size_Inches,Processor_Type,RAM_GB,Storage_GB,OS,Battery_Capacity_mAh,Typical_Capacity_mAh,Rated_Capacity_mAh,Battery_Life_Hours,Standby_Time_Hours,Talk_Time_Hours,Video_Playback_Hours,Web_Browsing_Hours,Music_Playback_Hours,Gaming_Test_Hours,Usage_Scenario,Battery_Endurance_Rating,Battery_Type,Removable_Battery,Charging_Time_0_to_100,Charging_Time_0_to_50,Charging_Wattage,Charging_Technology,Fast_Charging_Supported,Fast_Charging_Tech,Wireless_Charging,Wireless_Charging_Wattage,Reverse_Wireless_Charging,Battery_Health_Percentage,Cycle_Count,Temperature_While_Charging_C,Discharge_Rate_mAh_per_hour,Idle_Discharge_Per_Hour,Thermal_Throttling_Effect,Battery_Saver_Mode_Available,Battery_Saver_Mode_Effect,Power_Consumption_Watt,Efficiency_Score,Refresh_Rate_Hz
Google,Google A6,2023,Flagship,1295.85,6.5,Apple A16 Bionic,6,512,iOS 17,3500,3563,3480,14.3,500,18,18.3,15.1,81,3.7,Idle,99h,Li-Po,Yes,92,42,45,VOOC,Yes,VOOC,No,15,No,92,144,43.0,355.4,13.4,Yes,No,0.13,4.65,0.0041,144
Google,Google A24,2024,Budget,1192.53,6.4,Snapdragon 778G,6,128,Android 12,3500,3585,3490,9.8,387,19,15.9,7.4,66,8.3,Gaming,97h,Li-Ion,Yes,42,37,65,VOOC,Yes,VOOC,No,15,Yes,94,248,30.1,228.8,19.8,No,No,0.16,2.71,0.0028,120
Google,Google Pro21,2019,Budget,1084.73,6.1,Apple A16 Bionic,12,256,Android 12,5000,5001,4997,17.8,354,34,12.1,18.0,99,3.2,Video,104h,Li-Ion,Yes,66,42,10,Warp Charge,No,,No,5,Yes,99,76,43.3,519.2,17.3,No,No,0.12,5.35,0.0036,144
Google,Google X11,2023,Budget,1175.96,6.7,Snapdragon 778G,4,64,Android 14,3000,3002,2975,15.4,718,31,8.7,16.2,87,4.6,Gaming,129h,Li-Ion,Yes,54,32,120,Turbo Charge,Yes,Turbo Charge,No,10,Yes,94,577,32.9,281.0,14.9,Yes,No,0.18,3.49,0.0051,144
Xiaomi,Xiaomi S5,2022,Midrange,335.71,6.4,Tensor G2,4,512,Android 14,3000,3084,2985,5.8,738,33,12.4,16.3,84,7.6,Gaming,106h,Li-Po,No,66,18,65,Warp Charge,Yes,Warp Charge,No,10,No,96,375,33.9,374.6,19.6,Yes,Yes,0.25,6.67,0.0019,60
Google,Google Note2,2021,Budget,330.3,6.7,Snapdragon 8 Gen 1,12,512,iOS 17,6000,6036,5964,9.5,357,32,11.7,13.6,55,9.3,Mixed,92h,Li-Ion,No,97,30,10,SuperVOOC,No,,No,15,No,95,185,42.3,298.6,5.8,No,Yes,0.26,5.51,0.0016,120
Google,Google Note29,2023,Midrange,757.49,6.8,Apple A15 Bionic,16,128,iOS 17,4000,4022,4000,16.5,580,25,17.8,15.8,97,9.8,Video,118h,Li-Po,No,47,23,18,Turbo Charge,Yes,Turbo Charge,No,15,No,88,120,38.8,302.9,9.0,Yes,No,0.36,5.65,0.0041,144
Motorola,Motorola A23,2021,Midrange,654.03,6.0,Snapdragon 778G,16,128,iOS 17,5000,5058,5000,9.2,648,20,14.2,11.1,54,7.5,Video,87h,Li-Po,Yes,99,20,65,SuperVOOC,Yes,SuperVOOC,Yes,15,Yes,97,407,33.6,410.1,9.6,No,Yes,0.15,7.25,0.0018,60
Oppo,Oppo X14,2020,Midrange,297.93,6.5,Apple A15 Bionic,4,256,iOS 16,4500,4575,4428,17.5,610,21,12.5,12.0,92,8.1,Browsing,101h,Li-Ion,Yes,100,18,45,Turbo Charge,Yes,Turbo Charge,Yes,10,No,94,335,37.2,239.7,9.5,Yes,No,0.16,5.96,0.0039,120
OnePlus,OnePlus Max22,2020,Midrange,775.71,6.1,Snapdragon 8 Gen 1,16,128,iOS 16,3000,3061,2922,5.5,649,38,13.1,17.9,68,6.0,Gaming,109h,Li-Po,Yes,40,46,65,VOOC,Yes,VOOC,Yes,10,No,99,339,36.1,342.1,16.8,Yes,Yes,0.25,2.97,0.0018,120
Samsung,Samsung Max6,2020,Budget,237.04,5.5,Snapdragon 778G,6,64,iOS 17,3500,3589,3437,9.7,760,22,11.7,16.8,62,8.0,Gaming,91h,Li-Ion,No,60,54,45,Turbo Charge,Yes,Turbo Charge,No,5,No,89,486,30.6,375.5,7.8,No,Yes,0.29,7.16,0.0028,90
Oppo,Oppo Pro20,2024,Budget,496.46,6.1,Apple A15 Bionic,6,256,iOS 15,5000,5024,4925,5.4,585,28,19.0,9.9,92,4.2,Gaming,129h,Li-Ion,Yes,111,51,25,Turbo Charge,Yes,Turbo Charge,Yes,20,No,94,318,38.4,578.4,13.4,No,No,0.34,3.63,0.0011,60
Google,Google X21,2023,Budget,191.61,6.0,Tensor G2,4,128,Android 11,3500,3573,3435,12.0,676,28,12.8,12.2,82,6.3,Browsing,107h,Li-Ion,Yes,58,40,10,Quick Charge 4.0,No,,Yes,20,No,100,354,33.2,575.9,15.6,No,No,0.29,3.2,0.0034,120
Realme,Realme X10,2021,Flagship,1274.35,6.7,Snapdragon 8 Gen 1,16,64,Android 11,6000,6071,5945,18.0,649,17,11.2,15.8,64,8.4,Browsing,81h,Li-Ion,No,114,32,120,SuperVOOC,Yes,SuperVOOC,No,20,No,91,172,33.5,377.5,7.3,Yes,Yes,0.13,4.27,0.003,90
Asus,Asus X17,2020,Budget,225.34,6.5,Snapdragon 8 Gen 1,12,256,iOS 15,5000,5041,4984,10.0,391,22,8.7,13.8,96,8.6,Gaming,80h,Li-Ion,No,61,20,25,VOOC,Yes,VOOC,Yes,5,No,92,358,38.9,339.6,7.6,Yes,No,0.18,7.76,0.002,120
Oppo,Oppo Pro6,2024,Midrange,681.64,6.1,Apple A16 Bionic,6,64,Android 14,5000,5082,4995,8.3,485,34,18.2,14.9,70,6.5,Mixed,81h,Li-Po,No,88,42,120,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,Yes,92,19,44.5,367.2,17.5,No,No,0.33,5.94,0.0017,90
Apple,Apple S14,2023,Flagship,241.58,6.0,Tensor G2,16,128,iOS 16,4000,4091,3986,13.6,411,28,13.2,15.9,85,7.6,Gaming,103h,Li-Ion,Yes,119,50,65,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,5,No,90,499,35.6,531.0,9.7,Yes,No,0.21,3.18,0.0034,60
Vivo,Vivo Pro26,2018,Midrange,1014.83,6.1,Apple A16 Bionic,8,512,Android 11,3000,3060,2941,13.1,389,18,19.6,14.9,94,9.0,Idle,91h,Li-Ion,Yes,79,35,33,Warp Charge,Yes,Warp Charge,Yes,5,No,95,207,44.1,542.9,17.3,No,Yes,0.14,7.69,0.0044,60
Apple,Apple S9,2018,Midrange,1174.18,6.0,Snapdragon 778G,4,256,iOS 15,4000,4052,3965,16.5,763,26,14.3,13.8,74,8.3,Mixed,122h,Li-Ion,Yes,61,35,25,SuperVOOC,Yes,SuperVOOC,No,10,Yes,100,406,36.6,255.9,7.9,Yes,Yes,0.34,7.39,0.0041,90
Google,Google X22,2024,Midrange,789.49,6.0,Snapdragon 778G,4,512,Android 12,4500,4541,4483,11.2,309,30,11.3,14.5,84,5.2,Mixed,91h,Li-Po,Yes,87,18,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,No,86,27,36.0,577.5,8.6,Yes,No,0.2,3.33,0.0025,120
Xiaomi,Xiaomi S16,2024,Midrange,901.31,6.5,Tensor G2,12,128,Android 13,3000,3059,2969,11.5,477,40,18.6,13.4,68,6.1,Browsing,125h,Li-Po,Yes,81,36,45,Quick Charge 4.0,Yes,Quick Charge 4.0,No,15,No,98,526,35.3,427.5,8.0,Yes,Yes,0.24,4.44,0.0038,90
Oppo,Oppo A10,2023,Budget,592.93,6.7,Tensor G2,16,256,iOS 17,5000,5087,4975,14.6,583,22,16.2,13.5,87,3.1,Mixed,99h,Li-Po,Yes,65,26,65,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,Yes,92,47,41.8,280.7,7.9,Yes,Yes,0.13,3.67,0.0029,90
Apple,Apple X7,2019,Midrange,294.46,6.7,Apple A15 Bionic,16,256,iOS 16,3500,3551,3472,6.1,745,40,17.9,13.7,58,5.2,Video,98h,Li-Ion,No,101,21,25,Fast Charge,Yes,Fast Charge,No,5,No,97,173,38.0,486.9,5.7,Yes,No,0.13,7.25,0.0017,60
Samsung,Samsung S18,2021,Budget,654.49,6.8,Tensor G2,6,64,iOS 17,4000,4060,3926,17.3,696,26,13.2,11.8,65,5.2,Browsing,121h,Li-Po,No,110,29,25,Fast Charge,Yes,Fast Charge,Yes,0,No,94,265,34.1,246.9,19.3,Yes,Yes,0.26,5.09,0.0043,60
Motorola,Motorola Note28,2018,Midrange,389.35,6.4,Apple A15 Bionic,6,512,Android 14,6000,6021,5951,10.0,357,24,19.3,17.7,93,9.8,Idle,108h,Li-Po,No,78,21,18,SuperVOOC,Yes,SuperVOOC,Yes,0,Yes,100,35,33.4,305.5,13.0,No,Yes,0.37,4.24,0.0017,90
OnePlus,OnePlus X6,2022,Midrange,573.19,5.5,Exynos 2100,16,256,Android 14,6000,6094,5978,14.5,616,28,16.1,9.7,79,5.5,Browsing,89h,Li-Po,Yes,88,21,10,Quick Charge 4.0,No,,No,20,No,87,412,39.4,334.1,7.5,Yes,Yes,0.35,5.69,0.0024,144
Google,Google Pro24,2021,Flagship,199.61,6.4,Exynos 2100,4,256,Android 14,6000,6079,5920,9.5,559,27,12.8,12.2,54,8.0,Gaming,112h,Li-Po,No,84,53,25,Fast Charge,Yes,Fast Charge,Yes,10,No,90,419,44.3,430.9,14.7,No,No,0.26,3.03,0.0016,144
Realme,Realme Note2,2018,Budget,389.36,6.8,Apple A16 Bionic,4,128,iOS 16,4000,4090,3968,16.6,767,33,10.0,15.1,62,9.6,Video,126h,Li-Po,No,116,23,33,SuperVOOC,Yes,SuperVOOC,No,20,No,98,506,32.8,403.7,17.2,Yes,Yes,0.11,4.95,0.0042,90
Asus,Asus A4,2020,Budget,1116.14,6.0,Snapdragon 778G,6,128,Android 14,3500,3530,3488,7.3,647,26,18.9,13.6,76,5.3,Gaming,86h,Li-Po,No,69,42,18,VOOC,Yes,VOOC,No,10,No,98,507,40.3,483.0,5.9,Yes,Yes,0.35,4.01,0.0021,90
Apple,Apple Note22,2024,Budget,481.12,6.1,Apple A16 Bionic,8,512,iOS 16,5000,5020,4986,6.3,350,32,16.4,17.3,57,9.4,Video,113h,Li-Po,No,107,48,120,Turbo Charge,Yes,Turbo Charge,Yes,0,Yes,88,152,37.9,536.9,8.1,Yes,No,0.22,4.9,0.0013,90
Google,Google Pro28,2021,Flagship,1097.29,5.5,Exynos 2100,12,128,iOS 15,4000,4088,3938,6.4,732,24,17.7,9.3,53,6.6,Mixed,86h,Li-Ion,No,54,38,120,Warp Charge,Yes,Warp Charge,Yes,0,No,99,426,37.2,560.7,5.6,No,No,0.17,6.44,0.0016,90
Motorola,Motorola A13,2020,Budget,1357.97,6.1,Tensor G2,8,512,Android 12,6000,6065,5936,11.3,780,19,10.9,15.6,57,3.8,Video,124h,Li-Ion,No,47,46,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,Yes,98,457,33.9,225.8,9.1,Yes,No,0.28,7.49,0.0019,90
Vivo,Vivo S9,2024,Budget,759.5,6.5,Exynos 2100,6,256,Android 12,3000,3002,2947,10.6,651,32,15.4,15.9,80,4.8,Gaming,122h,Li-Ion,Yes,64,51,45,SuperVOOC,Yes,SuperVOOC,No,10,Yes,95,220,43.8,557.7,6.3,Yes,No,0.18,7.25,0.0035,144
Motorola,Motorola Pro10,2019,Budget,1246.72,6.1,Snapdragon 8 Gen 1,12,64,iOS 16,3000,3079,2930,12.0,464,40,19.5,14.2,74,5.0,Gaming,101h,Li-Ion,No,61,57,120,Warp Charge,Yes,Warp Charge,Yes,10,No,89,513,36.4,251.9,12.5,No,No,0.18,4.82,0.004,60
Asus,Asus Max12,2018,Budget,843.24,6.1,Apple A16 Bionic,16,128,Android 14,4000,4070,3963,12.4,336,23,12.4,8.2,91,9.1,Idle,113h,Li-Po,No,44,43,10,Turbo Charge,No,,Yes,5,Yes,92,169,36.4,481.7,15.3,Yes,No,0.14,2.09,0.0031,90
Xiaomi,Xiaomi Pro9,2022,Flagship,1288.67,6.4,MediaTek Dimensity 9200,12,512,Android 13,5000,5086,4997,12.1,756,36,9.0,16.2,61,3.9,Idle,120h,Li-Ion,Yes,118,44,25,Turbo Charge,Yes,Turbo Charge,Yes,15,No,100,528,40.3,458.7,16.0,Yes,No,0.24,2.05,0.0024,60
Motorola,Motorola Note25,2023,Budget,266.41,6.5,Apple A16 Bionic,8,64,iOS 15,4000,4027,3959,16.4,606,29,16.9,12.0,59,9.2,Idle,121h,Li-Po,No,100,60,33,VOOC,Yes,VOOC,No,15,Yes,94,78,44.2,323.8,9.3,Yes,Yes,0.18,4.31,0.0041,120
Asus,Asus Note28,2022,Budget,1492.82,6.1,Apple A15 Bionic,4,512,iOS 15,4500,4513,4414,6.8,736,17,16.3,12.3,86,6.8,Idle,128h,Li-Po,Yes,118,53,65,SuperVOOC,Yes,SuperVOOC,Yes,10,Yes,86,522,31.5,581.9,8.3,Yes,Yes,0.35,5.47,0.0015,60
Apple,Apple X2,2019,Budget,237.34,6.1,MediaTek Dimensity 9200,8,128,Android 14,3500,3510,3491,13.6,800,30,8.1,9.3,94,8.8,Idle,92h,Li-Ion,No,78,55,18,SuperVOOC,Yes,SuperVOOC,Yes,20,Yes,100,95,36.4,410.5,15.5,No,No,0.19,3.01,0.0039,90
Oppo,Oppo S21,2022,Budget,137.86,6.1,Apple A15 Bionic,16,256,Android 14,4500,4551,4484,8.1,518,15,17.3,7.4,88,8.3,Video,105h,Li-Ion,No,119,19,18,SuperVOOC,Yes,SuperVOOC,No,5,No,85,254,42.3,249.3,5.6,Yes,No,0.18,3.81,0.0018,120
Asus,Asus X23,2020,Budget,1160.34,6.8,MediaTek Dimensity 9200,16,128,Android 11,3000,3060,2983,13.5,638,20,14.6,9.1,79,6.9,Video,89h,Li-Ion,No,100,36,45,SuperVOOC,Yes,SuperVOOC,Yes,10,No,86,589,34.9,592.2,17.0,No,No,0.12,2.73,0.0045,60
Asus,Asus Pro8,2018,Flagship,996.02,6.8,Snapdragon 778G,8,64,iOS 17,3500,3544,3418,7.3,632,29,12.7,9.2,96,8.8,Mixed,84h,Li-Ion,Yes,83,37,33,Turbo Charge,Yes,Turbo Charge,Yes,20,Yes,91,520,43.3,425.8,17.5,No,No,0.14,2.16,0.0021,60
Vivo,Vivo Max8,2018,Midrange,140.02,6.7,Apple A15 Bionic,4,512,Android 12,3000,3002,2942,16.0,519,31,18.6,13.6,82,8.0,Gaming,120h,Li-Po,Yes,33,56,120,Turbo Charge,Yes,Turbo Charge,Yes,10,Yes,93,350,32.5,368.9,15.3,No,No,0.28,5.2,0.0053,60
Google,Google A30,2019,Budget,1408.19,6.1,Apple A15 Bionic,4,512,Android 11,4000,4002,3924,14.0,763,35,12.6,14.1,64,7.5,Idle,103h,Li-Po,No,87,36,120,Turbo Charge,Yes,Turbo Charge,No,10,No,87,175,40.2,475.1,11.0,No,Yes,0.32,6.61,0.0035,120
Samsung,Samsung A18,2018,Midrange,319.51,6.0,Apple A16 Bionic,8,64,iOS 16,6000,6097,5939,12.3,654,34,19.6,15.4,83,5.1,Gaming,115h,Li-Ion,Yes,70,23,45,Fast Charge,Yes,Fast Charge,Yes,10,Yes,96,537,37.8,251.9,6.4,Yes,No,0.37,2.68,0.0021,144
Motorola,Motorola Pro28,2020,Budget,165.18,6.7,Tensor G2,12,512,Android 13,3500,3586,3460,5.6,465,36,15.8,17.7,92,8.8,Browsing,93h,Li-Ion,No,65,15,33,Warp Charge,Yes,Warp Charge,Yes,5,No,99,205,44.6,581.5,13.3,Yes,No,0.12,3.33,0.0016,90
Asus,Asus Note19,2022,Flagship,270.93,5.5,MediaTek Dimensity 9200,12,512,iOS 16,3000,3071,2945,8.7,782,32,10.8,16.6,97,7.7,Browsing,124h,Li-Po,Yes,114,58,120,SuperVOOC,Yes,SuperVOOC,No,0,Yes,86,384,30.9,337.8,9.1,No,Yes,0.34,7.48,0.0029,90
Xiaomi,Xiaomi Max9,2018,Midrange,489.26,6.8,MediaTek Dimensity 9200,16,128,iOS 16,4000,4092,3934,6.4,348,27,15.2,8.5,65,4.3,Browsing,110h,Li-Ion,No,111,50,45,Quick Charge 4.0,Yes,Quick Charge 4.0,No,0,No,99,87,38.7,541.0,6.0,Yes,Yes,0.2,4.36,0.0016,144
Apple,Apple X7,2022,Budget,103.43,6.7,Snapdragon 778G,6,256,Android 11,4500,4577,4484,9.7,408,22,14.7,8.4,94,6.2,Mixed,95h,Li-Ion,No,58,45,65,Warp Charge,Yes,Warp Charge,No,0,No,99,163,41.5,448.0,6.2,No,No,0.22,2.27,0.0022,90
Xiaomi,Xiaomi Note27,2024,Flagship,1241.11,6.4,Apple A15 Bionic,8,512,iOS 17,4500,4568,4492,6.6,409,23,14.5,16.2,51,9.5,Gaming,93h,Li-Ion,No,63,52,10,Quick Charge 4.0,No,,Yes,10,Yes,94,480,40.4,263.5,10.9,No,No,0.2,5.98,0.0015,120
Oppo,Oppo Note4,2018,Midrange,1098.25,6.4,Snapdragon 8 Gen 1,8,64,Android 12,5000,5003,4900,6.4,654,39,19.5,14.8,97,6.7,Gaming,103h,Li-Ion,No,63,22,120,Turbo Charge,Yes,Turbo Charge,No,5,Yes,87,91,44.0,385.0,5.8,No,Yes,0.37,4.5,0.0013,60
Vivo,Vivo Note19,2021,Budget,461.42,6.8,Tensor G2,6,128,iOS 17,6000,6089,5993,14.7,584,28,14.3,14.9,53,5.3,Idle,91h,Li-Ion,No,111,25,65,Fast Charge,Yes,Fast Charge,Yes,10,Yes,91,452,34.5,252.0,14.4,No,Yes,0.14,5.87,0.0024,120
Samsung,Samsung A30,2020,Budget,638.59,6.8,MediaTek Dimensity 9200,4,256,Android 13,5000,5025,4954,13.3,429,36,16.9,8.0,83,7.1,Browsing,103h,Li-Ion,No,114,22,10,Fast Charge,No,,Yes,0,No,96,589,31.3,288.4,13.6,No,Yes,0.34,4.49,0.0027,144
Google,Google Max4,2020,Budget,607.98,6.5,Tensor G2,6,512,Android 11,6000,6076,5930,10.0,340,24,19.4,9.2,64,6.7,Gaming,122h,Li-Po,Yes,99,19,25,Quick Charge 4.0,Yes,Quick Charge 4.0,No,10,Yes,91,402,39.8,403.1,17.5,No,No,0.25,5.55,0.0017,144
Asus,Asus Max11,2022,Midrange,1365.56,6.7,Apple A15 Bionic,6,512,Android 14,4500,4532,4450,17.4,608,25,16.2,13.4,56,8.5,Gaming,116h,Li-Ion,Yes,78,32,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,Yes,88,498,30.0,390.9,18.5,Yes,Yes,0.13,6.29,0.0039,60
Realme,Realme Note1,2021,Midrange,450.14,6.0,MediaTek Dimensity 9200,16,64,Android 12,3000,3053,2901,6.3,761,21,18.6,14.6,77,7.9,Idle,127h,Li-Ion,No,56,44,10,VOOC,No,,No,20,No,99,275,44.7,369.5,7.2,Yes,Yes,0.38,4.47,0.0021,144
Google,Google A22,2018,Flagship,796.75,6.5,Apple A15 Bionic,8,256,iOS 17,3000,3067,2956,11.5,567,30,10.3,11.1,85,5.4,Video,91h,Li-Ion,Yes,50,39,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,0,No,88,539,32.9,228.8,11.2,No,No,0.16,5.15,0.0038,60
Xiaomi,Xiaomi Note15,2024,Flagship,871.63,6.8,MediaTek Dimensity 9200,8,256,Android 14,5000,5019,4967,8.3,456,15,14.7,11.2,74,5.8,Gaming,124h,Li-Po,Yes,59,37,45,Turbo Charge,Yes,Turbo Charge,Yes,0,No,91,527,36.4,551.7,8.8,Yes,No,0.14,6.72,0.0017,60
Google,Google A27,2021,Flagship,268.69,6.8,Tensor G2,6,256,iOS 17,4000,4031,3935,6.3,660,31,19.9,13.0,77,4.6,Gaming,106h,Li-Po,Yes,35,49,18,VOOC,Yes,VOOC,Yes,10,Yes,87,71,32.0,451.5,12.6,Yes,No,0.23,4.31,0.0016,60
Asus,Asus S10,2018,Budget,672.16,6.8,Exynos 2100,8,256,Android 13,4000,4098,3963,8.5,534,26,8.4,17.2,88,5.1,Browsing,120h,Li-Po,Yes,107,24,65,Turbo Charge,Yes,Turbo Charge,No,15,Yes,95,251,44.8,434.7,13.3,Yes,No,0.28,7.88,0.0021,90
Apple,Apple Note20,2020,Budget,600.78,5.5,Exynos 2100,6,128,Android 11,3000,3038,2978,7.0,598,22,13.5,8.1,58,9.8,Browsing,110h,Li-Ion,Yes,75,42,10,VOOC,No,,No,15,No,89,228,33.3,503.6,17.4,No,Yes,0.3,7.09,0.0023,90
Asus,Asus Note1,2019,Flagship,747.69,6.8,Snapdragon 8 Gen 1,12,64,Android 14,4000,4097,3953,15.4,576,26,14.0,13.4,83,3.6,Idle,89h,Li-Po,No,114,53,120,Fast Charge,Yes,Fast Charge,No,0,No,88,344,31.1,568.2,10.5,Yes,Yes,0.25,7.76,0.0039,60
Oppo,Oppo A23,2022,Midrange,117.63,6.0,Apple A15 Bionic,16,64,iOS 17,4000,4007,3948,5.2,684,28,11.7,12.9,77,3.5,Video,85h,Li-Po,No,79,45,33,Turbo Charge,Yes,Turbo Charge,No,0,Yes,90,194,40.1,412.8,17.8,Yes,No,0.28,5.41,0.0013,144
Vivo,Vivo X7,2022,Flagship,759.5,5.5,Exynos 2100,6,256,iOS 17,3500,3568,3438,8.9,675,24,16.8,14.7,96,7.6,Video,92h,Li-Ion,Yes,74,39,33,Fast Charge,Yes,Fast Charge,No,5,Yes,88,236,36.9,216.0,10.2,Yes,Yes,0.26,3.61,0.0025,120
Xiaomi,Xiaomi A22,2022,Budget,780.93,6.4,Apple A15 Bionic,8,512,iOS 16,4000,4082,3933,10.3,678,26,18.9,10.4,92,9.1,Mixed,119h,Li-Po,Yes,64,19,10,VOOC,No,,Yes,20,No,93,349,41.0,336.0,13.1,No,Yes,0.3,6.99,0.0026,120
Google,Google S4,2023,Midrange,1062.97,6.7,Apple A16 Bionic,4,64,Android 13,6000,6085,5984,10.0,694,36,14.0,14.0,80,6.5,Video,129h,Li-Po,No,83,47,65,SuperVOOC,Yes,SuperVOOC,No,15,No,89,381,31.4,293.4,19.3,Yes,Yes,0.18,4.35,0.0017,120
Vivo,Vivo A3,2021,Flagship,558.08,6.0,Tensor G2,16,128,Android 13,6000,6021,5981,8.3,331,38,16.3,12.7,70,3.0,Idle,99h,Li-Po,No,66,36,120,Warp Charge,Yes,Warp Charge,Yes,15,No,94,508,30.0,405.8,11.2,No,No,0.39,4.59,0.0014,144
Vivo,Vivo Pro26,2018,Flagship,634.97,6.7,Exynos 2100,12,256,Android 13,4500,4514,4421,13.0,541,16,12.7,12.8,51,5.5,Mixed,106h,Li-Ion,No,68,60,10,Fast Charge,No,,Yes,20,No,85,292,34.6,345.7,14.8,No,Yes,0.36,7.58,0.0029,90
Samsung,Samsung X13,2021,Budget,972.26,6.1,Snapdragon 8 Gen 1,12,128,Android 11,3500,3577,3494,15.9,783,17,14.6,10.5,68,9.3,Gaming,86h,Li-Po,Yes,35,25,10,Warp Charge,No,,No,10,Yes,88,268,44.6,311.0,12.6,Yes,Yes,0.28,6.29,0.0045,60
Asus,Asus Pro26,2022,Flagship,672.33,6.5,Snapdragon 778G,16,64,iOS 15,4000,4086,3934,16.3,693,39,12.4,7.7,96,7.7,Gaming,103h,Li-Po,No,61,44,65,Turbo Charge,Yes,Turbo Charge,No,10,No,92,105,33.5,321.1,19.0,Yes,Yes,0.3,3.3,0.0041,60
Google,Google Pro10,2020,Flagship,315.43,6.5,Apple A16 Bionic,12,64,Android 12,6000,6076,5976,5.7,495,35,10.6,7.2,51,9.0,Mixed,98h,Li-Ion,No,66,22,25,Fast Charge,Yes,Fast Charge,No,5,No,98,260,30.8,229.3,15.1,No,No,0.27,6.42,0.0009,120
Google,Google S15,2023,Midrange,142.41,6.5,Snapdragon 778G,8,256,Android 12,3500,3514,3401,15.7,439,15,16.8,13.1,76,7.2,Browsing,121h,Li-Po,No,107,48,10,Quick Charge 4.0,No,,Yes,10,No,100,525,43.6,245.9,8.5,No,Yes,0.36,7.84,0.0045,60
Google,Google A19,2020,Midrange,345.0,5.5,Snapdragon 778G,12,128,Android 14,6000,6022,5949,10.5,429,18,19.4,15.1,89,5.2,Gaming,86h,Li-Ion,No,111,43,120,Warp Charge,Yes,Warp Charge,No,5,No,86,399,31.7,410.3,11.6,Yes,Yes,0.35,6.21,0.0018,144
OnePlus,OnePlus Pro11,2020,Budget,463.09,5.5,Apple A15 Bionic,12,128,Android 14,6000,6020,5973,10.3,442,24,19.9,15.7,56,7.2,Video,101h,Li-Po,No,117,58,33,Warp Charge,Yes,Warp Charge,Yes,5,Yes,98,277,33.6,567.7,19.4,No,No,0.33,2.4,0.0017,120
Google,Google X18,2018,Flagship,114.82,6.0,Apple A15 Bionic,6,128,iOS 17,4000,4027,3903,13.8,442,40,16.0,16.2,75,5.7,Gaming,116h,Li-Po,Yes,119,36,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,Yes,92,242,38.4,392.4,13.1,Yes,Yes,0.4,2.87,0.0035,144
Vivo,Vivo Max26,2019,Flagship,491.06,6.0,MediaTek Dimensity 9200,16,512,Android 13,3000,3022,2967,7.9,466,40,13.1,15.3,98,6.9,Video,88h,Li-Ion,Yes,101,53,120,Warp Charge,Yes,Warp Charge,No,10,Yes,98,203,31.8,570.4,5.3,Yes,Yes,0.15,2.2,0.0026,120
Apple,Apple Note12,2021,Flagship,670.38,6.5,Apple A15 Bionic,16,64,iOS 15,3000,3072,2969,9.0,655,18,12.3,14.8,100,4.8,Browsing,115h,Li-Ion,No,36,37,45,Turbo Charge,Yes,Turbo Charge,Yes,20,Yes,96,195,35.9,227.0,18.1,Yes,No,0.36,5.54,0.003,90
Asus,Asus Max13,2024,Midrange,333.74,5.5,MediaTek Dimensity 9200,6,128,Android 12,6000,6011,5922,12.7,671,26,19.8,13.0,65,7.3,Idle,83h,Li-Ion,Yes,36,50,33,Fast Charge,Yes,Fast Charge,No,0,No,87,23,32.8,411.4,11.3,Yes,Yes,0.17,7.89,0.0021,90
Realme,Realme X11,2023,Budget,1469.79,5.5,Snapdragon 778G,6,128,iOS 17,3500,3512,3462,5.2,561,17,8.9,12.0,71,5.7,Video,128h,Li-Ion,No,60,34,18,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,0,Yes,90,388,41.8,254.5,13.9,No,Yes,0.35,3.47,0.0015,120
Realme,Realme A2,2022,Midrange,548.6,6.4,Apple A15 Bionic,8,256,Android 11,3000,3096,2975,6.0,693,36,13.8,13.0,98,6.5,Idle,119h,Li-Ion,Yes,111,29,45,Warp Charge,Yes,Warp Charge,No,15,No,100,152,31.6,485.7,8.1,Yes,Yes,0.26,2.2,0.002,90
Samsung,Samsung S5,2019,Midrange,844.79,6.5,Snapdragon 8 Gen 1,12,64,iOS 15,3000,3047,2952,15.0,377,18,12.8,11.2,75,7.0,Mixed,92h,Li-Ion,Yes,50,30,18,Warp Charge,Yes,Warp Charge,Yes,0,Yes,85,442,33.8,523.2,11.3,Yes,Yes,0.17,4.1,0.005,144
Vivo,Vivo A11,2019,Flagship,743.34,6.8,MediaTek Dimensity 9200,12,256,iOS 15,4000,4077,3992,7.2,714,35,19.8,7.7,53,7.0,Mixed,129h,Li-Po,No,42,60,120,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,Yes,95,79,34.5,245.4,16.8,Yes,No,0.22,3.34,0.0018,120
